row_id,comment_id,video_id,comment,comment_clean,published_at,updated_at,comment_like_count,video_title,channel_id,channel_title,video_published_at,view_count,video_like_count,video_comment_count,sentiment
4404,Ugzy6ZS5VWuk7AOrxA94AaABAg,lrqC8RB9QS4,Benar bu suara ibu adlh suara hati nurani rakyat indonesia anak sy jg sk blng menu mbg gak enak bd sm bikinan ibu cm modal 10rb bs bkin anak kenyang.,benar bu suara ibu adlh suara hati nurani rakyat indonesia anak sy jg sk blng menu mbg gak enak bd sm bikinan ibu cm modal 10rb bs bkin anak kenyang.,2026-08-16T04:24:47Z,2026-08-16T04:24:47Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4405,Ugyz_Ry5e43pC02n1nl4AaABAg,lrqC8RB9QS4,MBG..banyak anak anak yg tidak suka MBG..banyak di buang  olah anak..,mbg..banyak anak anak yg tidak suka mbg..banyak di buang olah anak..,2026-08-16T04:14:11Z,2026-08-16T04:14:11Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4406,UgzBpwXMix7sJ490Svp4AaABAg,lrqC8RB9QS4,"Paparan sejelas jelasnya.
Apa yg Indonesia butuhkan yg lebih perlu didahulukan daripada MBG.",paparan sejelas jelasnya. apa yg indonesia butuhkan yg lebih perlu didahulukan daripada mbg.,2026-08-16T04:00:32Z,2026-08-16T04:00:32Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4407,Ugzl8Ly2FfljD7UMEcV4AaABAg,lrqC8RB9QS4,Sangat mewakili🔥🔥🔥,sangat mewakili🔥🔥🔥,2026-08-16T03:46:11Z,2026-08-16T03:46:11Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4408,UgwS05YL110P_TiXICZ4AaABAg,lrqC8RB9QS4,Singkat padat jelas...mantap buk🙏,singkat padat jelas..mantap buk🙏,2026-08-16T03:40:53Z,2026-08-16T03:40:53Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4409,Ugz-92KnoV2xDZ_f0bh4AaABAg,lrqC8RB9QS4,"Apa lagi ini 
Sudah Jellaaaaaaaaaaaaasss 
MBG Virus Mematikan  para Pertumbuhan murid ,,,Racuuuuuuuunn 😮😮😮😮
Settooooooooppp MBG","apa lagi ini sudah jellaass mbg virus mematikan para pertumbuhan murid ,,racuunn 😮😮😮😮 settoopp mbg",2026-08-16T01:20:42Z,2026-08-16T01:20:42Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,negative
4410,Ugxe9zQ9D5A_aIAg5BN4AaABAg,lrqC8RB9QS4,Ibu ini cerdas...sayangnya beliau menyampaikan di depan pelaku pemerintahan konoha. Sehat terus ibu.....,ibu ini cerdas..sayangnya beliau menyampaikan di depan pelaku pemerintahan konoha. sehat terus ibu..,2026-08-16T01:06:14Z,2026-08-16T01:06:14Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4411,Ugz5qIFPXJsBoTUSB1N4AaABAg,lrqC8RB9QS4,Presiden dan wakil turunkan saja ngak becus pimpin negara uang sekian trilyunan dihambur hambur kan,presiden dan wakil turunkan saja ngak becus pimpin negara uang sekian trilyunan dihambur hambur kan,2026-08-16T00:40:00Z,2026-08-16T00:40:00Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4412,UgyhE4EtLX-d6UYVbT54AaABAg,lrqC8RB9QS4,Mereka tau nya korup,mereka tau nya korup,2026-08-16T00:27:02Z,2026-08-16T00:27:02Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4413,UgzndHMy64mVW5S3aLx4AaABAg,lrqC8RB9QS4,"Ibu ini cerdas serta hebat statemenya, TPI sayang beliau ngomong didepan robot yg hnya dikendalikan kekuasaan.yg katanya mewakili rakyat tpi mewakili mafia dan itulah mreka DPR.","ibu ini cerdas serta hebat statemenya, tpi sayang beliau ngomong didepan robot yg hnya dikendalikan kekuasaan.yg katanya mewakili rakyat tpi mewakili mafia dan itulah mreka dpr.",2026-08-16T00:26:39Z,2026-08-16T00:26:39Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4414,UgytuoLTS5AF_qLW5ct4AaABAg,lrqC8RB9QS4,"Proyek kepentingan. Cuma sayangnya presiden sedang di timang2 terbuai dgn pujian. Sekali sudah ada kata ok hebat bagus dari bawahan, presiden langsung busung dada tanpa mau mnerima kritik dari masyarakat","proyek kepentingan. cuma sayangnya presiden sedang di timang2 terbuai dgn pujian. sekali sudah ada kata ok hebat bagus dari bawahan, presiden langsung busung dada tanpa mau mnerima kritik dari masyarakat",2026-08-15T23:59:50Z,2026-08-15T23:59:50Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4415,UgzZehwg-14N4Ql0YE94AaABAg,lrqC8RB9QS4,Mbg buang duit dan itu makanannya sama persis buat buat makanan bebek,mbg buang duit dan itu makanannya sama persis buat buat makanan bebek,2026-08-15T22:33:11Z,2026-08-15T22:33:11Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4416,UgwCFIn8ZYAVQDke0MR4AaABAg,lrqC8RB9QS4,Is the best,is the best,2026-08-15T22:26:37Z,2026-08-15T22:26:37Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4417,UgyFT1tWcZRp5__5CH94AaABAg,lrqC8RB9QS4,klo pejabat kya ibu smua  rakyat sehahtera bu,klo pejabat kya ibu smua rakyat sehahtera bu,2026-08-15T20:21:51Z,2026-08-15T20:21:51Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4418,Ugxx7VldZD6mIZbfvkd4AaABAg,lrqC8RB9QS4,Ibu ini boleh menjadi presden Indonesia menggantikan probowa..,ibu ini boleh menjadi presden indonesia menggantikan probowa..,2026-08-15T17:28:44Z,2026-08-15T17:28:44Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4419,UgyTiWjQrYZSWo2nl0N4AaABAg,lrqC8RB9QS4,"Proyek wong kere..
Sing sugeh sebenarnya adalah wong cilik..",proyek wong kere.. sing sugeh sebenarnya adalah wong cilik..,2026-08-15T13:49:19Z,2026-08-15T13:49:19Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4420,UgzgLmDyNGDOy_YHSKp4AaABAg,lrqC8RB9QS4,Betul 100,betul 100,2026-08-15T13:47:39Z,2026-08-15T13:47:39Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4421,Ugzv_ukMMNmc5GUmYhh4AaABAg,lrqC8RB9QS4,Betul banget buk,betul banget buk,2026-08-15T12:55:37Z,2026-08-15T12:55:37Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4422,Ugy-QB245-OLOoCj9Tp4AaABAg,lrqC8RB9QS4,DPR suruh Makan MBG biar sekarat,dpr suruh makan mbg biar sekarat,2026-08-15T12:42:46Z,2026-08-15T12:42:46Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4423,UgzbSOpN__c_Ecq29fR4AaABAg,lrqC8RB9QS4,DPR sbg pengawas....,dpr sbg pengawas..,2026-08-15T11:26:19Z,2026-08-15T11:26:19Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4424,Ugz6DaET9lTD9HCgIzp4AaABAg,lrqC8RB9QS4,Prabowo dengarkah ini?,prabowo dengarkah ini?,2026-08-15T11:24:18Z,2026-08-15T11:24:18Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4425,Ugz6g8n1gRrMZJWovYR4AaABAg,lrqC8RB9QS4,Kami mendoakan anda....suara anda adalah suara rakyat,kami mendoakan anda..suara anda adalah suara rakyat,2026-08-15T11:21:50Z,2026-08-15T11:21:50Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4426,UgzFFlDLCMKo36eN2Kp4AaABAg,lrqC8RB9QS4,"15 ribu bisa makan 5 sampai 6 kepala dalam 1 keluarga karena dulu pun mamak ku lek gitu tapi kami sehat sehat aja gk ada yang keracunan, sekarang dikasih makan sama pemerintah malah keracunan lucu sekali negara Konoha ini","15 ribu bisa makan 5 sampai 6 kepala dalam 1 keluarga karena dulu pun mamak ku lek gitu tapi kami sehat sehat aja gk ada yang keracunan, sekarang dikasih makan sama pemerintah malah keracunan lucu sekali negara konoha ini",2026-08-15T11:20:23Z,2026-08-15T11:20:23Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,negative
4427,Ugx0R_oqfkUQQWKgSEF4AaABAg,lrqC8RB9QS4,Betul stop mbg,betul stop mbg,2026-08-15T10:36:37Z,2026-08-15T10:36:37Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,negative
4428,UgzZFulzLO6el27fNzx4AaABAg,lrqC8RB9QS4,"Ya, tahun 2029, jangan di pilih Bu, Prabowo itu Londo Ireng 💯","ya, tahun 2029, jangan di pilih bu, prabowo itu londo ireng 💯",2026-08-15T10:12:47Z,2026-08-15T10:12:47Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4429,UgzAZx3ZldTBkB6RvRJ4AaABAg,lrqC8RB9QS4,"Betul Bu, mbg menghiba rakyat terutama kaum perempuan, mohon di maklumi Bu, presiden nya pikun dan gak punya istri,,, Londo Ireng 💯😁😁😁😁😁","betul bu, mbg menghiba rakyat terutama kaum perempuan, mohon di maklumi bu, presiden nya pikun dan gak punya istri,, londo ireng 💯😁😁😁😁😁",2026-08-15T10:11:58Z,2026-08-15T10:11:58Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,negative
4430,UgwCq0NEo-vDkliqTBN4AaABAg,lrqC8RB9QS4,"Siapa bilang....buah, ayam, sayur baru untuk intervensi 1 kali makan saja harga sudah naik padahal produksi sudah meningkat artinya anak2 ini kurang kunsumsi makan yang bergizi","siapa bilang..buah, ayam, sayur baru untuk intervensi 1 kali makan saja harga sudah naik padahal produksi sudah meningkat artinya anak2 ini kurang kunsumsi makan yang bergizi",2026-08-15T09:37:01Z,2026-08-15T09:37:01Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4431,UgykWgOx9pg9P9N70j94AaABAg,lrqC8RB9QS4,"Sudahlah dikorupsi, diracuni pula anak² kita..","sudahlah dikorupsi, diracuni pula anak² kita..",2026-08-15T07:24:46Z,2026-08-15T07:24:46Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,negative
4432,UgzpeBC_s5PWXEOH6SV4AaABAg,lrqC8RB9QS4,"Pak Prabowo banyak anak keracunan mbg terus juga buat ladang korupsi,kenapa program mbg tetap diteruskan pak?saran saya dihentikan saja...","pak prabowo banyak anak keracunan mbg terus juga buat ladang korupsi,kenapa program mbg tetap diteruskan pak?saran saya dihentikan saja..",2026-08-15T07:14:27Z,2026-08-15T07:15:34Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,negative
4433,UgysPXp0KR5DqGtkqeN4AaABAg,lrqC8RB9QS4,"Hentikan mbg bu !! Kalo mbg terus di lanjutkan terus saya rakyat kecil semua bahan pokok terus melonjak...
Setop mbg ..supaya bahan pokok turun..
Kalo ngga persidenya ganti bu..",hentikan mbg bu !! kalo mbg terus di lanjutkan terus saya rakyat kecil semua bahan pokok terus melonjak.. setop mbg ..supaya bahan pokok turun.. kalo ngga persidenya ganti bu..,2026-08-15T07:07:30Z,2026-08-15T07:07:30Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,negative
4434,UgzZ-z5Dbfoo7fBzwCd4AaABAg,lrqC8RB9QS4,"Percuma bu, mereka itu termul semua","percuma bu, mereka itu termul semua",2026-08-15T04:57:25Z,2026-08-15T04:57:25Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4435,Ugwu2iusB5yCVCGyKnZ4AaABAg,lrqC8RB9QS4,"Ibu ibu, puas merasa terwakili sm ibu ini, ibu hebat 👍👍👍","ibu ibu, puas merasa terwakili sm ibu ini, ibu hebat 👍👍👍",2026-08-15T03:49:15Z,2026-08-15T03:49:15Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4436,UgxpOKYAiy8keTJTtLx4AaABAg,lrqC8RB9QS4,99 kata ibu ini  kerennn❤,99 kata ibu ini kerenn❤,2026-08-15T02:13:00Z,2026-08-15T02:13:00Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4437,Ugxi7HY8qcDJ79JuDmN4AaABAg,lrqC8RB9QS4,"saya nganter anak sekolah jam 7, mobil makan basi gratis uda datang untuk dimakan siang, jelas basi karena dimakan di waktu siang sementara datangnya pagi, pertanyaannya jam berapa masaknya???
5 tahun anak saya sekolah gak pernah makan basi, baru kali ini terjadi","saya nganter anak sekolah jam 7, mobil makan basi gratis uda datang untuk dimakan siang, jelas basi karena dimakan di waktu siang sementara datangnya pagi, pertanyaannya jam berapa masaknya?? 5 tahun anak saya sekolah gak pernah makan basi, baru kali ini terjadi",2026-08-15T01:15:51Z,2026-08-15T01:15:51Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,negative
4438,UgwUUfit0oTcPJN22hp4AaABAg,lrqC8RB9QS4,Ayam sekilo 48 kg,ayam sekilo 48 kg,2026-08-15T00:49:26Z,2026-08-15T00:49:26Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4439,UgzJifGOAu0raJ6eiBh4AaABAg,lrqC8RB9QS4,Ibu ....anda mewakili hati ibu2 ...🙏🏻🙏🏻🥰,ibu ..anda mewakili hati ibu2 ..🙏🏻🙏🏻🥰,2026-08-15T00:35:23Z,2026-08-15T00:35:23Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4440,Ugysl1eIZ8XpsfJfQUN4AaABAg,lrqC8RB9QS4,Terima kasih Bu semoga ibu diberi kesehatan amin,terima kasih bu semoga ibu diberi kesehatan amin,2026-08-14T23:34:49Z,2026-08-14T23:34:49Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4441,UgwA-h7XDMqpESU7zV14AaABAg,lrqC8RB9QS4,Setuju Bu.Saya pesimis anggota DPR yang langsung mendengar keluhan Ibu hanya masuk kanan keluar kiri.Karena DPR sejatinya adalah tunduk pada Presiden karena pengaruh kekuasaan pada partai dan bagi bagi jabatan.Sedangkan Prabowo sendiri hanya mendengarkan dirinya sendiri,setuju bu.saya pesimis anggota dpr yang langsung mendengar keluhan ibu hanya masuk kanan keluar kiri.karena dpr sejatinya adalah tunduk pada presiden karena pengaruh kekuasaan pada partai dan bagi bagi jabatan.sedangkan prabowo sendiri hanya mendengarkan dirinya sendiri,2026-08-14T22:43:06Z,2026-08-14T22:43:06Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4442,UgyvI4PG5czC6b5QrbN4AaABAg,lrqC8RB9QS4,bagus buuu,bagus buu,2026-08-14T21:45:29Z,2026-08-14T21:45:29Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4443,Ugw1K-PZQNFMnnhfZxN4AaABAg,lrqC8RB9QS4,"Pempin yg sy rksakn msh LBH baik SBY kblkng wlo bnyk terois,ktibng dri jkwi prbwo bbnr d rsknnya bbnr bngst dua pempin yg stu mntn yg skrng aktiv bbnr bngst🙏","pempin yg sy rksakn msh lbh baik sby kblkng wlo bnyk terois,ktibng dri jkwi prbwo bbnr d rsknnya bbnr bngst dua pempin yg stu mntn yg skrng aktiv bbnr bngst🙏",2026-08-14T19:10:06Z,2026-08-14T19:10:06Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4444,UgyoeCAdZC2YsVt8g-d4AaABAg,lrqC8RB9QS4,Sehat selalu & panjang umur Ibu❤❤,sehat selalu & panjang umur ibu❤❤,2026-08-14T19:03:40Z,2026-08-14T19:03:40Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4445,Ugzl6Dp_y7DOoOKoRS14AaABAg,lrqC8RB9QS4,Irwansayh koto ini tidak ada salah kepafa pemerintah apalagi kepada negara kenapa irwansayh koto ini.kaliyan aniyaya dengan poitik kaliyan setan kaliyan seluruh pemerintah yang bermasalah kepada negara kenapa saya imbas pemerintah ini...irwan,irwansayh koto ini tidak ada salah kepafa pemerintah apalagi kepada negara kenapa irwansayh koto ini.kaliyan aniyaya dengan poitik kaliyan setan kaliyan seluruh pemerintah yang bermasalah kepada negara kenapa saya imbas pemerintah ini..irwan,2026-08-14T16:33:17Z,2026-08-14T16:33:17Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4446,UgyTWQUSfpHLAmHUNgF4AaABAg,lrqC8RB9QS4,"Semuwa porokram baik pembangunan baik porokram cibta kerja untuk rakyat baik porokram cibt kerja untuk pejabat 
Semuwa dikunci dengan undang undang pancilok kaliyan yang punya masalah dinegara ini.kenapa irwansayh koto ini.imbas kaliyan ini perta nya an bagi kaliyan",semuwa porokram baik pembangunan baik porokram cibta kerja untuk rakyat baik porokram cibt kerja untuk pejabat semuwa dikunci dengan undang undang pancilok kaliyan yang punya masalah dinegara ini.kenapa irwansayh koto ini.imbas kaliyan ini perta nya an bagi kaliyan,2026-08-14T16:29:58Z,2026-08-14T16:29:58Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4447,UgwrIMyL1qMCLkGRh-h4AaABAg,lrqC8RB9QS4,Karna berapa dana nya harus itu yang ditak sasi ini.lebih dari dana yang dimasak.jadi kalopolitik itulah yang harus diknci dengan peraturan undang undang embege.,karna berapa dana nya harus itu yang ditak sasi ini.lebih dari dana yang dimasak.jadi kalopolitik itulah yang harus diknci dengan peraturan undang undang embege.,2026-08-14T16:26:23Z,2026-08-14T16:26:23Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4448,UgzwI19qyCzWPICGKzl4AaABAg,lrqC8RB9QS4,Yang di salah kan bukan porokram.embege nya tapi.dana embege nya dana embege ini.melebihi dati dana embege jadi terjadi korubsi,yang di salah kan bukan porokram.embege nya tapi.dana embege nya dana embege ini.melebihi dati dana embege jadi terjadi korubsi,2026-08-14T16:24:01Z,2026-08-14T16:24:01Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4449,UgySw3m3NLfI572J1GN4AaABAg,lrqC8RB9QS4,punya bpjs aja kalo ndak sekarat gak dirawat..,punya bpjs aja kalo ndak sekarat gak dirawat..,2026-08-14T15:05:22Z,2026-08-14T15:05:22Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4450,UgzEpJPGyr5WBIzDDdN4AaABAg,lrqC8RB9QS4,"Setuju walaupun agak telat ni bu,,,","setuju walaupun agak telat ni bu,,",2026-08-14T15:00:39Z,2026-08-14T15:00:39Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
4451,UgzmlDIaneaDQwXQKyN4AaABAg,lrqC8RB9QS4,Anak saya tidak mau itu mbg,anak saya tidak mau itu mbg,2026-08-14T14:56:15Z,2026-08-14T14:56:15Z,0,"DPR Terdiam, Perwakilan Ibu Bongkar &quot;Dosa&quot; MBG, Sebut Proyek Paling Menghina Perempuan",UCPAxpUn1mrn14xU0JpsLhDg,Kompas.com,2026-07-16T09:58:20Z,1022120,16356,7221,neutral
